JobTitle,CompanyName,Location,Date,Link,Type,Skills,Experience
Auditor,Target Recruitment  & HR Solutions,"Alexandria, Egypt",1 month ago,https://wuzzuf.net/jobs/p/Ls7FRz9DKQbe-Auditor-Target-Recruitment-HR-Solutions-Alexandria-Egypt?o=1277&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Other  Auditing  Accounting  Finance, 3 - 5 Yrs of Exp 
Digital Marketing Specialist,Confidential,"Heliopolis, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/3X8YC7D74MS3-Digital-Marketing-Specialist-Cairo-Egypt?o=1278&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Marketing/PR/Advertising  Media/Journalism/Publishing  Content  Digital Marketing  E-Marketing  English  Management  Marketing  media, 5 - 10 Yrs of Exp 
HSE Manager,Confidential,"Beni Suef, Egypt",1 month ago,https://wuzzuf.net/jobs/p/LhxRPyYKQqFm-HSE-Manager-Beni-Suef-Egypt?o=1279&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Operations/Management  Manufacturing/Production  Engineering - Other  quality  HSE  Safety  Engineering, 7 - 10 Yrs of Exp 
Finance Officer,Almosafer,"Mohandessin, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/z58wK1n5ldGF-Finance-Officer-Seera-Group-Giza-Egypt?o=1280&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  analytical  English  ERP  Finance  Financial Analysis  Financial Management  Tourism  SAP, 1+ Yrs of Exp 
Manufacturing Engineer,IMUT International Marathon United Technology,"Obour City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/Cwc5T9DOkG33-Manufacturing-Engineer-IMUT-International-Marathon-United-Technology-Cairo-Egypt?o=1281&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Engineering  fabrication  Mechanical Engineering  Steel Fabrication  English  AutoCAD  Mechanical, 2 - 5 Yrs of Exp 
Media Buyer,Mc Ledger,"Dokki, Giza, Egypt",2 months ago,https://wuzzuf.net/jobs/p/9Abf4z1RqMON-Media-Buyer-Mc-Ledger-Giza-Egypt?o=1282&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Media/Journalism/Publishing  Advertising  Buyer  Communication  Digital Marketing  Google Ads  Marketing  Google Analytics  Media Buyer, 2 - 4 Yrs of Exp 
HVAC Engineer,Zewail City,"6th of October, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/Vpz6ss4xiKtq-HVAC-Engineer-Zewail-City-Giza-Egypt?o=1283&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Mechanical/Electrical  Engineering  HVAC Design  HVAC  Mechanical Engineering  CAD  Communication  Electrical  Electrical Engineering  Mechanical, 5 - 7 Yrs of Exp 
Senior Financial Analyst,Evergrow for Speciality Fertilizers,"Smart Village, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/kIsk3M9Ou6J0-Senior-Financial-Analyst-Evergrow-for-Speciality-Fertilizers-Giza-Egypt?o=1284&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Banking  Analyst/Research  Accounting  Financial Analysis  Financial Management  Finance  Analyst, 5 - 7 Yrs of Exp 
Senior Devops Engineer,Confidential,"Nasr City, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/41m9RwsYViJr-Senior-Devops-Engineer-Cairo-Egypt?o=1285&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  Java  DevOps  Engineering  Computer Science  Communication skills  Docker  Jenkins  Information Technology (IT), 4 - 6 Yrs of Exp 
Remote: Content Creator & Video Editor,Seuqel Solutions,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/TWOuJcoZ9J9H-Remote-Content-Creator-Video-Editor-Seuqel-Solutions-Cairo-Egypt?o=1286&l=sp&t=sj&a=data |search-v3|navbg,Full TimePart Time, Marketing/PR/Advertising  Media/Journalism/Publishing  Content  Creative  Design  Digital  Digital Marketing  Editing  Graphic Design  Marketing, 3 - 5 Yrs of Exp 
User Experience Lead,Aman,"Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/aWF9W1AbsYeb-User-Experience-Lead-Aman-Giza-Egypt?o=1287&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Creative/Design/Art  IT/Software Development  Engineering - Telecom/Technology  Customer Care  User Experience  Software  CRM  Design  Information Systems  Information Technology (IT), 7+ Yrs of Exp 
Senior Media Buyer,Confidential,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/LxuD28TvJSHW-Senior-Media-Buyer-Cairo-Egypt?o=1288&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Medical/Healthcare  Media/Journalism/Publishing  media buyer  Digital Marketing  ads, 2+ Yrs of Exp 
Credit analyst,EL-Mobadara,"Giza, Egypt",2 months ago,https://wuzzuf.net/jobs/p/6OQu8L8CkO4E-Credit-analyst-EL-Mobadara-Giza-Egypt?o=1289&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Banking  Analyst/Research  Accounting  credit  Financial Analysis  Finance, 2 - 5 Yrs of Exp 
ERP Implementer,2B Corporate Solutions,"Mit Ghamr, Dakahlia, Egypt",1 month ago,https://wuzzuf.net/internship/0WFkD3C6cqVi-ERP-Implementer-2B-Corporate-Solutions-Dakahlia-Egypt?o=1290&l=sp&t=sj&a=data |search-v3|navbg,Internship, English  ERP  ERP System  Implementation  Information Technology (IT)  Commerce, IT/Software Development 
Maintenance Engineer,MB for Engineering,"Alsadat City, Monufya, Egypt",1 month ago,https://wuzzuf.net/jobs/p/14RISzUxNnUj-Maintenance-Engineer-MB-for-Engineering-Monufya-Egypt?o=1291&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  Engineering - Other  Mechanical Engineering  Engineering  Maintenance  Maintenance Engineering, 3 - 5 Yrs of Exp 
Assistant Product Manager,Infinity Clinic Pharma,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/cr5Vo9wnEsWT-Assistant-Product-Manager-Infinity-Clinic-Pharma-Cairo-Egypt?o=1292&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Medical/Healthcare  Sales/Retail  Communication skills  English  Pharmacy  Sales  Veterinary  Sales Field  Marketing, 1 - 3 Yrs of Exp 
Civil Site Engineer,Confidential,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/xQKSah3rQJsR-Civil-Site-Engineer-Cairo-Egypt?o=1293&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Construction  Engineering  Civil Engineering  Architecture  Site  Project  Civil  AutoCAD  Project Management, 5 - 8 Yrs of Exp 
Senior Mechanical design engineer,Saudi-firmness,"Katameya, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/GltxTWgoedBs-Senior-Mechanical-design-engineer-Saudi-firmness-Cairo-Egypt?o=1294&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Other  Mechanical Engineering  Design, 8 - 10 Yrs of Exp 
Finance & Accounting Manager,Hands of Hope Physical Therapy & Wellness,"Maadi, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/sHPJWp0qauFp-Finance-Accounting-Manager-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt?o=1295&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  excel  English  Financial Analysis  Microsoft Excel  accountant  Communication skills  Financial Management  Finance, 4 - 6 Yrs of Exp 
Junior Accountant,Confidential,"Heliopolis, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/B3m6X2so6vQJ-Junior-Accountant-Cairo-Egypt?o=1296&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Finance  MS Office  Financial  Junior Accountant  Microsoft Office, 1 - 2 Yrs of Exp 
Marketing & Sales Manager,National Steel Fabrication (NSF),"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/AdAaDS3YDlAY-Marketing-Sales-Manager-National-Steel-Fabrication-NSF-Cairo-Egypt?o=1297&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Marketing/PR/Advertising  Sales/Retail  Manager  Marketing  Sales Manager  Sales  sales skills, 6 - 10 Yrs of Exp 
Supply Chain Manager,Grand Plast,"Qalubia, Egypt",1 month ago,https://wuzzuf.net/jobs/p/PeZCNEjbhTIG-Supply-Chain-Manager-Grand-Plast-Qalubia-Egypt?o=1298&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Logistics/Supply Chain  Operations/Management  Purchasing/Procurement  Procurement  Logistics  Purchasing  Suppliers  Supply  Supply Chain  supply chain management, 10 - 15 Yrs of Exp 
Telecom Engineer,OpenCode,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/DLu9nypRdhSX-Telecom-Engineer-OpenCode-Cairo-Egypt?o=1299&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  SMPP  INAP  HLR  Perl  PHP  Python  SS7  Sigtran, 3+ Yrs of Exp 
Senior Maintenance Engineer,Breadfast,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/MKXsm8uev79u-Senior-Maintenance-Engineer-Breadfast-Cairo-Egypt?o=1300&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Mechanical/Electrical  Electrical  Engineering  Maintenance  Mechanical  Project  senior, 5 - 8 Yrs of Exp 
Site Technical Office Engineer,Confidential,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/SFm5dgewGfYc-Site-Technical-Office-Engineer-Cairo-Egypt?o=1301&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Engineering - Mechanical/Electrical  Electrical  Engineering  Mechanical  technical  HVAC, 3 - 10 Yrs of Exp 
Product Manager (Pharmaceutical) (Pedia Experience),Orchidia Pharmaceutical Industries,"Obour City, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/60zyFv1Q9drr-Product-Manager-Pharmaceutical-Pedia-Experience-Orchidia-Pharmaceutical-Industries-Cairo-Egypt?o=1302&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Pharmaceutical  Marketing  Product Management  Marketing Planning  Marketing Strategies  Pharmacy  Pharmaceutical  Advertising  Medical, 2 - 5 Yrs of Exp 
Logistic Coordinator,Four Eagles Co,"Nasr City, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/jcK6eV8wKopv-Logistic-Coordinator-Four-Eagles-Co-Cairo-Egypt?o=1303&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Logistics/Supply Chain  Pharmaceutical  Administration  Administrative Affairs  Logistics  Pharmaceutical  Pharmaceutical Industry  Supply Chain  Cosmetic Dentistry, 2 - 10 Yrs of Exp 
Call Center Team Leader,Air Arabia,"Agouza, Giza, Egypt",2 months ago,https://wuzzuf.net/jobs/p/Ize1JGTorItT-Call-Center-Team-Leader-Air-Arabia-Giza-Egypt?o=1304&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Tourism/Travel  Call Center  Customer Care  Customer Support  Customer Service  Contact Center  Communication  Supervisor, 2 - 5 Yrs of Exp 
Treasury Accountant,Simplex,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/ce26jzm9YYSD-Treasury-Accountant-Simplex-Cairo-Egypt?o=1305&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Accounting/Finance  Accounting  Finance  Treasury, 2 - 4 Yrs of Exp 
Internal Performance Audit Officer,Nile University,"Sheikh Zayed, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/VTt8BWLrsKYu-Internal-Performance-Audit-Officer-Nile-University-Giza-Egypt?o=1306&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Auditing  Audit  Certified Internal Auditor  Accounting  Financial Analysis  Finance  English  Internal Performance Audit  Internal audit, 5+ Yrs of Exp 
Product Manager (Derma),prima pharm,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/E6Qn4fjGqHxS-Product-Manager-Derma-prima-pharm-Cairo-Egypt?o=1307&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Medical/Healthcare  Pharmaceutical  Product Management  Management  Marketing  Product  Science  Planning  English, 3 - 6 Yrs of Exp 
Mechanical Design Engineer,TELETEC GLOBAL CONTRACTORS,"Mohandessin, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/IxNE8x9jJmPB-Mechanical-Design-Engineer-TELETEC-GLOBAL-CONTRACTORS-Giza-Egypt?o=1308&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Mechanical/Electrical  Mechanical Engineering  Design, 5 - 8 Yrs of Exp 
Cash Flow Analyst,Elite Education Group,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/GU14MCl7UAjF-Cash-Flow-Analyst-The-International-School-of-Elite-Education-Cairo-Egypt?o=1309&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Cash Flow  Finance  Financial Analysis  Financial, 2 - 3 Yrs of Exp 
Financial Analyst,Elite Education Group,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/zuZRAOnUccbD-Financial-Analyst-The-International-School-of-Elite-Education-Cairo-Egypt?o=1310&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  CFA  Accounting  Financial Analysis  analytical  Finance, 2 - 3 Yrs of Exp 
Senior JavaScript Mobile engineer (Angular/Cordova)- Remote,GetTechForce.com,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/3vVNGlwwPAM5-Senior-JavaScript-Mobile-engineer-AngularCordova--Remote-GetTechForce-com-Cairo-Egypt?o=1311&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  Engineering - Telecom/Technology  JavaScript  React  Frontend  Software Development  Js  React.js  Agile  Angular, 3+ Yrs of Exp 
Mid-level PHP/WordPress Developer (8+ years experience) - Arabic Speaking,9H Capital,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/FODrCYKB3zuw-Mid-level-PHPWordPress-Developer-8-years-experience---Arabic-Speaking-9H-Capital-Cairo-Egypt?o=1312&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  PHP  WordPress  Git  Bitbucket  MySQL  HTML5  Sass  Laravel  Web Design, 8 - 12 Yrs of Exp 
Administrative Assistant,Alarabia Group,"10th of Ramadan City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/fE3eBO5BDKFg-Administrative-Assistant-Alarabia-Group-Cairo-Egypt?o=1313&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Administration  Business Development  Operations/Management  Administration  administrative  Communication  business  excel  Marketing  Microsoft Office, 2 - 4 Yrs of Exp 
IT Help Desk Specialist,Nile Wood,"Alsadat City, Monufya, Egypt",2 months ago,https://wuzzuf.net/jobs/p/fTDS0Yq416FP-IT-Help-Desk-Specialist-Nile-Wood-Monufya-Egypt?o=1314&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Installation/Maintenance/Repair  IT/Software Development  CCNA  computer  CCTV  Help desk  Information Technology (IT)  IT  Computer Science  Office 365, 3 - 5 Yrs of Exp 
Marketing Executive,Nile Wood,"Agouza, Giza, Egypt",2 months ago,https://wuzzuf.net/jobs/p/pztUrgKrPdPv-Marketing-Executive-Nile-Wood-Giza-Egypt?o=1315&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Media/Journalism/Publishing  Communication  Marketing  Market Research  Creative  Analysis, 2 - 5 Yrs of Exp 
Operations Manager,Mersal,"Maadi, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/2gsNASumEHZZ-Operations-Manager-Mersal-Cairo-Egypt?o=1316&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Operations/Management  Operations  Operations Management  Leadership  Management  MBA  Communication skills  business  English, 7 - 8 Yrs of Exp 
Budgeting & Costing Manager,Confidential,"Heliopolis, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/eSjA7CybsrO0-Budgeting-Costing-Manager-Cairo-Egypt?o=1317&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Operations/Management  Analyst/Research  Accounting  CPA  Finance  ERP System  Financial Analysis  MBA  Financial Reporting, 7 - 15 Yrs of Exp 
QA Senior Engineer,Kandil Industries,"10th of Ramadan City, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/amDVdgXMhdYw-QA-Senior-Engineer-Kandil-Industries-Cairo-Egypt?o=1318&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Quality  Engineering - Mechanical/Electrical  Engineering - Other  Quality Assurance  Quality Control  ERP System  ISO 9001  Industrial Engineering  Six Sigma  Engineering, 3 - 4 Yrs of Exp 
IT Senior Manager,Confidential,"Tanta, Gharbia, Egypt",2 months ago,https://wuzzuf.net/jobs/p/7Xks0eiIuXms-IT-Senior-Manager-Gharbia-Egypt?o=1319&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_preferred  IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  networks  Software Development  IT  Computer Hardware  Administration  Software  Management, 7 - 10 Yrs of Exp 
Digital Marketing Manager,Semak,"Dokki, Giza, Egypt",2 months ago,https://wuzzuf.net/jobs/p/tmAeB9VkyUOs-Digital-Marketing-Manager-Semak-Giza-Egypt?o=1320&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Pharmaceutical  Digital Marketing  Marketing  Social Media  SEM  Advertising, 7 - 10 Yrs of Exp 
GIS database Administrator,Perfect Presentation,"6th of October, Giza, Egypt",2 months ago,https://wuzzuf.net/jobs/p/yGDN7JxrjYjs-GIS-database-Administrator-Perfect-Presentation-Giza-Egypt?o=1321&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Software Development  GIS  Software Engineering  SQL, 5 - 7 Yrs of Exp 
Accountant,A-One Homes,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/xreiuqIHOyZY-Accountant-A-One-Homes-Cairo-Egypt?o=1322&l=sp&t=sj&a=data |search-v3|navbg,Full Time, females_only  Accounting/Finance  Accounting  Analytical Skills  Finance  Financial Management  Microsoft Office  English, 0 - 1 Yrs of Exp 
Talent Acquisition Supervisor,Confidential,"Mohandessin, Giza, Egypt",2 months ago,https://wuzzuf.net/jobs/p/BYbmsUIJ9mak-Talent-Acquisition-Supervisor-Giza-Egypt?o=1323&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Human Resources  Human Resources (HR)  Recruitment  Talent Acquisition, 8+ Yrs of Exp 
Process Improvement Executive,Aman,"6th of October, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/bbNlyCtSRpOF-Process-Improvement-Executive-Aman-Giza-Egypt?o=1324&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Quality  Business Development  business  Development  Negotiation  Communication  Sales  Management  analytical  Process Improvement, 1 - 2 Yrs of Exp 
E-commerce Photo Editing Specialist,InstaShop,"Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/zyivtM4JedVL-E-commerce-Photo-Editing-Specialist-InstaShop-Giza-Egypt?o=1325&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Retouching  photoshop, Other 
Education Program Specialist,Amideast,"Azarita, Alexandria, Egypt",1 month ago,https://wuzzuf.net/jobs/p/7FnArzSBj6PW-Education-Program-Specialist-Amideast-Alexandria-Egypt?o=1326&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Business Development  Education/Teaching  Communication  Education  English  Microsoft Word  Programming  Skills  Teaching, 2 - 4 Yrs of Exp 
Senior Financial reporting Analyst,Argaam,"Mohandessin, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/Usu1WUbYmS1x-Senior-Financial-reporting-Analyst-Argaam-Giza-Egypt?o=1327&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Analyst/Research  Financial Analysis  Reporting  analytical  MS Office  Finance, 3 - 5 Yrs of Exp 
Pre-Sales Passive Network and Datacenter engineer,Kepler Solutions,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/SIljMu8IdLxj-Pre-Sales-Passive-Network-and-Datacenter-engineer-Kepler-Solutions-Cairo-Egypt?o=1328&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Telecom/Technology  Light Current Systems  structure cabling  DataCenter  Light Current  Networking, 3 - 4 Yrs of Exp 
Social Media Specialist,realme,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/9TYJdA8cK5Xv-Social-Media-Specialist-realme-Cairo-Egypt?o=1329&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Media/Journalism/Publishing  facebook  instagram  Social Media  media  Marketing  communications  Design  social, 1 - 3 Yrs of Exp 
CRM Implementer,Bevatel,"Dokki, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/3WmhcOD1vzhU-CRM-Implementer-Bevatel-Giza-Egypt?o=1330&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  CRM  Information Technology (IT)  Computer Science  V-tiger CRM  Saudi Market  Analytical skills, 1 - 3 Yrs of Exp 
