JobTitle,CompanyName,Location,Date,Link,Type,Skills,Experience
Technical Writer,Ejada,"Cairo, Egypt",17 days ago,https://wuzzuf.net/jobs/p/PsRW0t2eD6yd-Technical-Writer-Ejada-Cairo-Egypt?o=455&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Content  Information Technology (IT)  Technical Writing, 2 - 5 Yrs of Exp 
Talent Acquisition Associate,Grifols Egypt for Plasma Derivatives,"New Cairo, Cairo, Egypt",17 days ago,https://wuzzuf.net/jobs/p/iW71WTNQVcA0-Talent-Acquisition-Associate-Grifols-Egypt-for-Plasma-Derivatives-Cairo-Egypt?o=456&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Human Resources  Recruitment  Human Resources, 1 - 3 Yrs of Exp 
Ops Quality Assurance Specialist,Breadfast,"Cairo, Egypt",17 days ago,https://wuzzuf.net/jobs/p/9BRq9QMfuEUr-Ops-Quality-Assurance-Specialist-Breadfast-Cairo-Egypt?o=457&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Operations/Management  Quality  Operations  quality  QA  Quality Assurance  Quality Control  Communication skills  Communication  Analysis, 3 - 5 Yrs of Exp 
Real Estate Sales section head,AlGammal Contracting,"Nasr City, Cairo, Egypt",17 days ago,https://wuzzuf.net/jobs/p/uxh7srlJruiy-Real-Estate-Sales-section-head-AlGammal-Contracting-Cairo-Egypt?o=458&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Sales/Retail  business  Customer Service  sales skills  Sales Target  Sales  Real Estate  Experience  Skills, 7 - 10 Yrs of Exp 
Senior iOS Developer,Your Parts,"Maadi, Cairo, Egypt",17 days ago,https://wuzzuf.net/jobs/p/208jbv18R7Re-Senior-iOS-Developer-Your-Parts-Cairo-Egypt?o=459&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Computer Science  Information Technology (IT)  Software Development  iOS  Swift  APIs  Mobile Development  Software Engineering, 3+ Yrs of Exp 
Oracle E-Business Suite,BBI-Consultancy,"Cairo, Egypt",24 days ago,https://wuzzuf.net/jobs/p/bTOp0dVboXgK-Oracle-E-Business-Suite-BBI-Consultancy-Cairo-Egypt?o=460&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Banking  IT/Software Development  Oracle E-Business Suite (EPS)  Oracle  ERP, 5 - 10 Yrs of Exp 
Senior UX Designer,Softec Technologies,"Cairo, Egypt",24 days ago,https://wuzzuf.net/jobs/p/IeNIgZHlj838-Senior-UX-Designer-Softec-Technologies-Cairo-Egypt?o=461&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Adobe Photoshop  HTML  Design  UX Design  CSS, 3 - 5 Yrs of Exp 
Marketing section head (Real Estate),AlGammal Contracting,"Nasr City, Cairo, Egypt",18 days ago,https://wuzzuf.net/jobs/p/fyRshW2kvRUK-Marketing-section-head-Real-Estate-AlGammal-Contracting-Cairo-Egypt?o=462&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Media/Journalism/Publishing  Marketing  Customer Service  Management  Administration  business  Business Administration  Communication  Analysis, 7 - 10 Yrs of Exp 
Telesales Representative,Webhelp,"New Cairo, Cairo, Egypt",20 days ago,https://wuzzuf.net/jobs/p/XMpj6m2C60RY-Telesales-Representative-Webhelp-Cairo-Egypt?o=463&l=sp&t=sj&a=data |search-v3|navbg,Full TimeShift Based, Sales/Retail  Customer Service  English  Sales  sales skills  Telesales, Customer Service/Support 
Medical Audit Specialist,Sidra,"Heliopolis, Cairo, Egypt",20 days ago,https://wuzzuf.net/jobs/p/qKPyJGAjZLzg-Medical-Audit-Specialist-Sidra-Cairo-Egypt?o=464&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Medical/Healthcare  Pharmaceutical  Auditing  Insurance  MEDICINE  Hospitality  Claims Auditing, 2 - 4 Yrs of Exp 
Sales Head,Al Salam Company,"10th of Ramadan City, Sharqia, Egypt",20 days ago,https://wuzzuf.net/jobs/p/xKmIs6r9Mg2I-Sales-Head-Al-Salam-Company-Sharqia-Egypt?o=465&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Sales/Retail  sales skills  Sales Target  Sales Manager  Sales  B2B Sales  B2B Marketing  B2B, 5+ Yrs of Exp 
Intellectual Property/Patent Engineer,Elaraby Group,"Banha, Qalubia, Egypt",24 days ago,https://wuzzuf.net/jobs/p/qEfnnvSI5ptn-Intellectual-PropertyPatent-Engineer-Elaraby-Group-Qalubia-Egypt?o=466&l=sp&t=sj&a=data |search-v3|navbg,Full Time, R&D/Science  Analyst/Research  Engineering - Mechanical/Electrical  PATENT  Property  intellectual property  Engineering  Development  Mechanical Engineering, 1 - 3 Yrs of Exp 
Marketing Executive,Arabco Developments,"New Cairo, Cairo, Egypt",18 days ago,https://wuzzuf.net/jobs/p/zr2soQDLtKnc-Marketing-Executive-Arabco-Developments-Cairo-Egypt?o=467&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Marketing  marketing executive, 2 - 3 Yrs of Exp 
Spare Parts Coordinator,T&D Design,"New Cairo, Cairo, Egypt",20 days ago,https://wuzzuf.net/jobs/p/Y7fpc12ez1lK-Spare-Parts-Coordinator-TD-Design-Cairo-Egypt?o=468&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Administration  Microsoft Excel  Computer Skills  Microsoft Office  Secretary  Customer Service  Purchasing  Logistics, 1 - 3 Yrs of Exp 
Associate Business Researcher (Skyminder),CRIF EGYPT,"Heliopolis, Cairo, Egypt",21 days ago,https://wuzzuf.net/jobs/p/2R4HfvOoAC25-Associate-Business-Researcher-Skyminder-CRIF-EGYPT-Cairo-Egypt?o=469&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Analyst/Research  Research  Analysis  Market Research  Finance  MS Office  Postgraduate  Business Development, 3 - 5 Yrs of Exp 
Associate Business Researcher - Skyminder,CRIF EGYPT,"Heliopolis, Cairo, Egypt",21 days ago,https://wuzzuf.net/jobs/p/FEDcsFSwctuv-Associate-Business-Researcher---Skyminder-CRIF-EGYPT-Cairo-Egypt?o=470&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Analyst/Research  Research  Analysis  Market Research  Finance  MS Office  Postgraduate  Business Development, 3 - 5 Yrs of Exp 
Senior Accountant - Real Estate,Confidential,"Cairo, Egypt",21 days ago,https://wuzzuf.net/jobs/p/WV68pGPcQtnC-Senior-Accountant---Real-Estate-Cairo-Egypt?o=471&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Accounting/Finance  Banking  Accounting  Finance  Financial Analysis  Financial Management, 4 - 7 Yrs of Exp 
Senior Backend Developer (Node js) -Saudi Team,Procrew,"San Stefano, Alexandria, Egypt",27 days ago,https://wuzzuf.net/jobs/p/tJSclFAG6SWm-Senior-Backend-Developer-Node-js--Saudi-Team-Procrew-Alexandria-Egypt?o=472&l=sp&t=sj&a=data |search-v3|navbg,Part TimeWork From Home, IT/Software Development  Engineering - Telecom/Technology  CSS3  English  Computer Science  front-end  Information Technology (IT)  HTML5  JavaScript  Node.js, 2 - 5 Yrs of Exp 
Payroll Specialist,Speedaf Express Egypt,"6th of October, Giza, Egypt",27 days ago,https://wuzzuf.net/jobs/p/lmdfP8Q5VvBY-Payroll-Specialist-Speedaf-Express-Egypt-Giza-Egypt?o=473&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Human Resources  Payroll  Microsoft Excel, 2 - 3 Yrs of Exp 
Brand Manager,Hands of Hope Physical Therapy & Wellness,"Maadi, Cairo, Egypt",20 days ago,https://wuzzuf.net/jobs/p/NorrW6ZILbxD-Brand-Manager-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt?o=474&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Sales/Retail  Media/Journalism/Publishing  Branding  Advertising  Market Research  Communication skills  Content Marketing  Marketing  Digital Marketing, 8 - 13 Yrs of Exp 
Senior Microsoft System Consultant,Global Brands,"New Cairo, Cairo, Egypt",20 days ago,https://wuzzuf.net/jobs/p/KMFm661d9t2u-Senior-Microsoft-System-Consultant-Global-Brands-Cairo-Egypt?o=475&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  Engineering - Telecom/Technology  Engineering - Mechanical/Electrical  Cloud  Azure  Computer Engineering  Information Technology (IT)  Network Security  Security  Engineering, 5 - 10 Yrs of Exp 
Digital Account Manager,ITCan,"Rehab City, Cairo, Egypt",20 days ago,https://wuzzuf.net/jobs/p/ZQ7zdUceckg1-Digital-Account-Manager-ITCan-Cairo-Egypt?o=476&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Communication  Commerce  Customer Service  E-Commerce  Digital  Experience  Marketing  Performance Marketing  Sales, 2 - 4 Yrs of Exp 
Quality Assurance Specialist,Midea Group,"6th of October, Giza, Egypt",20 days ago,https://wuzzuf.net/jobs/p/CoPcpBBKBH99-Quality-Assurance-Specialist-Midea-Group-Giza-Egypt?o=477&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Quality  QA  English, 3 - 5 Yrs of Exp 
Mid Junior Testing Engineer,Wonder Travel,"Maadi, Cairo, Egypt",20 days ago,https://wuzzuf.net/jobs/p/6bcskCAJ6DfC-Mid-Junior-Testing-Engineer-Wonder-Travel-Cairo-Egypt?o=478&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Quality  Engineering - Telecom/Technology  Computer Engineering  Computer Science  Information Technology (IT)  Software Engineering  Agile  Automation  Quality Assurance, 2 - 3 Yrs of Exp 
Client Excellence Manager,Centro CDX,"Maadi, Cairo, Egypt",20 days ago,https://wuzzuf.net/jobs/p/ZX9zG1OA0G48-Client-Excellence-Manager-Centro-CDX-Cairo-Egypt?o=479&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Operations/Management  MS Office  Microsoft Office  English  Management  Project Management  Communication  Operations  Skills, 5+ Yrs of Exp 
Digital Marketing Team Leader,Ulemt,"New Cairo, Cairo, Egypt",20 days ago,https://wuzzuf.net/jobs/p/ZvXxJf8Y7FQt-Digital-Marketing-Team-Leader-Ulemt-Cairo-Egypt?o=480&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Operations/Management  Marketing/PR/Advertising  Media/Journalism/Publishing  Advertising  campaigns  Creative  Digital  Digital Marketing  E-Marketing  English, 3 - 5 Yrs of Exp 
Senior Oracle SCM Functional Consultant,Ejada,"Riyadh, Saudi Arabia",22 days ago,https://wuzzuf.net/jobs/p/vWN3kb2n9F6F-Senior-Oracle-SCM-Functional-Consultant-Ejada-Riyadh-Saudi-Arabia?o=481&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Oracle  SCM  Information Technology (IT), 5+ Yrs of Exp 
Oracle SCM Functional Consultant,Ejada,"Riyadh, Saudi Arabia",22 days ago,https://wuzzuf.net/jobs/p/Sfr65Ez7SgR9-Oracle-SCM-Functional-Consultant-Ejada-Riyadh-Saudi-Arabia?o=482&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  SCM  Oracle  Implementations  ERP, 3 - 5 Yrs of Exp 
HR Operations Specialist,Mozare3,"Sheikh Zayed, Giza, Egypt",22 days ago,https://wuzzuf.net/jobs/p/SehckgaERqe7-HR-Operations-Specialist-Mozare3-Giza-Egypt?o=483&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Human Resources  Operations/Management  Human Resources (HR)  Management  Communication  Human Resources, 3 - 6 Yrs of Exp 
Android Developer (E73F994A),Confidential,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/ZI4iDXWarg46-Android-Developer-E73F994A-Cairo-Egypt?o=484&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Android  Android SDK  Kotlin  Java  Git  Software Development  OO Programming  Software Engineering, 1+ Yrs of Exp 
Facility Project Manager (Banking Background),Leeds,"Cairo, Egypt",21 days ago,https://wuzzuf.net/jobs/p/yopOkfpi1KG3-Facility-Project-Manager-Banking-Background-Leeds-Cairo-Egypt?o=485&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Banking  Project/Program Management  Engineering - Mechanical/Electrical  Project Management  Electrical Engineering  Mechanical Engineering  Engineering  Facility Management  Facility  Mechanical, 10+ Yrs of Exp 
Facility Site Manager (Banking Background),Leeds,"Sheikh Zayed, Giza, Egypt",21 days ago,https://wuzzuf.net/jobs/p/cvVSytUmWjzL-Facility-Site-Manager-Banking-Background-Leeds-Giza-Egypt?o=486&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Project/Program Management  Engineering - Mechanical/Electrical  Project Management  Electrical Engineering  Mechanical Engineering  Engineering  Facility Management  Facility  Mechanical  Communication, 7+ Yrs of Exp 
Partner Success Lead,NowPay,"Giza, Giza, Egypt",21 days ago,https://wuzzuf.net/jobs/p/wFbPJcyWqNYL-Partner-Success-Lead-NowPay-Giza-Egypt?o=487&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Customer Service  Account  Business Administration  Customer Care  Customer Support, 2+ Yrs of Exp 
Research Scientist (Agricultural microbiology),HITS Technologies,"Nasr City, Cairo, Egypt",28 days ago,https://wuzzuf.net/jobs/p/UiCfKWgeMU3M-Research-Scientist-Agricultural-microbiology-HITS-Technologies-Cairo-Egypt?o=488&l=sp&t=sj&a=data |search-v3|navbg,Part TimeFreelance / Project, R&D/Science  Analyst/Research  Analysis  Research  Science  Agriculture  Agricultural Scientist, 2 - 7 Yrs of Exp 
HR Coordinator,Confidential,"Cairo, Egypt",21 days ago,https://wuzzuf.net/jobs/p/MDdoOEGz6LAK-HR-Coordinator-Cairo-Egypt?o=489&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_preferred  Human Resources  Human Resources (HR)  Administration  Recruitment  Communication  Microsoft Office  OD  Microsoft  Training Needs Analysis, 1 - 3 Yrs of Exp 
Full Stack .NET Developer,Luftborn,"Heliopolis, Cairo, Egypt",21 days ago,https://wuzzuf.net/jobs/p/snDlpFrmVPQr-Full-Stack-NET-Developer-Luftborn-Cairo-Egypt?o=490&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  .Net  Full Stack Development  APIs  OOP  Angular  Azure  JavaScript, 2 - 4 Yrs of Exp 
Senior Web Developer - Magento 2,shop4build,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/IJg4R23xZP3v-Senior-Web-Developer---Magento-2-shop4build-Cairo-Egypt?o=491&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  E-Commerce  PHP  MySQL  Agile  Information Technology (IT)  Computer Science  Software  CSS, 2+ Yrs of Exp 
Quality Assurance Specialist - Customer Service,Digital Bridges,"Maadi, Cairo, Egypt",21 days ago,https://wuzzuf.net/jobs/p/x0ewrOZrOJg0-Quality-Assurance-Specialist---Customer-Service-Digital-Bridges-Cairo-Egypt?o=492&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Quality  Quality Assurance  QA  Quality Control  English  quality  Analysis  Writing, 1 - 3 Yrs of Exp 
Accountant,Hands of Hope Physical Therapy & Wellness,"Maadi, Cairo, Egypt",23 days ago,https://wuzzuf.net/jobs/p/K4y5fYTtcsSX-Accountant-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt?o=493&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  excel  English  Financial Analysis  Microsoft Excel  accountant  Communication skills  Financial Management  Finance, 1 - 3 Yrs of Exp 
Java Team Lead,Wonder Travel,"Maadi, Cairo, Egypt",21 days ago,https://wuzzuf.net/jobs/p/hw2G5PbasJY7-Java-Team-Lead-Wonder-Travel-Cairo-Egypt?o=494&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_preferred  IT/Software Development  Engineering - Telecom/Technology  Computer Engineering  Computer Science  Information Technology (IT)  OOP  Java  Software Engineering  Spring  Hibernate, 5+ Yrs of Exp 
Devops Engineer,Easy Cash,"Heliopolis, Cairo, Egypt",23 days ago,https://wuzzuf.net/jobs/p/BplxRKsIpqJQ-Devops-Engineer-Easy-Cash-Cairo-Egypt?o=495&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  DevOps  Software Engineering  Software Development  Engineering  Docker  Git, 2 - 5 Yrs of Exp 
Procurement Specialist,T&D Design,"New Cairo, Cairo, Egypt",23 days ago,https://wuzzuf.net/jobs/p/JuLQ5CFU6jlX-Procurement-Specialist-TD-Design-Cairo-Egypt?o=496&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Logistics/Supply Chain  Purchasing/Procurement  Purchasing  Procurement  Foreign Purchasing  MS Office  Communication skills  English  Communication  Logistics, 3 - 5 Yrs of Exp 
"Sr. Consultant, Finance Innovations",Confidential,"Jeddah, Saudi Arabia",23 days ago,https://wuzzuf.net/jobs/p/4RxeDGL8i7ZS-Sr-Consultant-Finance-Innovations-Jeddah-Saudi-Arabia?o=497&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Finance  Accounting  Microsoft Dynamics  Dynamics 365  ERP Solutions, 7 - 10 Yrs of Exp 
CFO Office Manager,El Mostakbal Urban,"Cairo, Egypt",27 days ago,https://wuzzuf.net/jobs/p/igAo7TwmrH1p-CFO-Office-Manager-El-Mostakbal-Urban-Cairo-Egypt?o=498&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Administration  Other  Management  Accounting  administrative, 10 - 12 Yrs of Exp 
System Expert,Transmar International,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/szvnE0Xbh708-System-Expert-Transmar-International-Cairo-Egypt?o=499&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Information Technology (IT)  Computer Science, 5 - 7 Yrs of Exp 
C++ Unreal Engine Developer,Söderhub,"San Stefano, Alexandria, Egypt",22 days ago,https://wuzzuf.net/jobs/p/J256cTtogpVo-C-Unreal-Engine-Developer-Söderhub-Alexandria-Egypt?o=500&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  c++  Unreal Engine, 1 - 5 Yrs of Exp 
Internal Audit Manager,Confidential,"Sheikh Zayed, Giza, Egypt",22 days ago,https://wuzzuf.net/jobs/p/gf9LzfhmGH6r-Internal-Audit-Manager-Giza-Egypt?o=501&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Quality  Accounting  analytical  Auditing  auditor  Business Administration  Commerce  Computer Skills  Finance, 7 - 15 Yrs of Exp 
Mechanical Engineer - E-commerce Product Specialist,Startech,"Bourj Alarab, Alexandria, Egypt",24 days ago,https://wuzzuf.net/jobs/p/rIPQNgYU6zCv-Mechanical-Engineer---E-commerce-Product-Specialist-Startech-Alexandria-Egypt?o=502&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Mechanical/Electrical  SolidWorks  Mechanical Engineering  Marketing  SEO  Mechanical Design Engineering, 1 - 10 Yrs of Exp 
Digital Marketing Manager .,Confidential,"Obour City, Cairo, Egypt",22 days ago,https://wuzzuf.net/jobs/p/CAfqqzCWybWL-Digital-Marketing-Manager-Cairo-Egypt?o=503&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Creative/Design/Art  Marketing/PR/Advertising  Media/Journalism/Publishing  Online Marketing  Digital Marketing  E-Marketing  Google Analytics  Social Media  Advertising  Google Adwords, 3 - 6 Yrs of Exp 
Planner,Misr Insurance Co,"Giza, Egypt",22 days ago,https://wuzzuf.net/jobs/p/D7ykEAJNnKRF-Planner-Misr-Insurance-Co-Giza-Egypt?o=504&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Project/Program Management  business  Planning  Project Management, 5 - 7 Yrs of Exp 
Tele sales Account Manager (Tele sales Agent English Account),Confidential,"Nasr City, Cairo, Egypt",24 days ago,https://wuzzuf.net/jobs/p/0Mjn1uBKDgAz-Tele-sales-Account-Manager-Tele-sales-Agent-English-Account-Cairo-Egypt?o=505&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Sales/Retail  Tourism/Travel  Sales Target  Customer Service  English  Sales  Sales advisor  sales skills  Service, 2 - 4 Yrs of Exp 
Senior Total Rewards Specialist,Cairo Three A  Poultry,"New Cairo, Cairo, Egypt",24 days ago,https://wuzzuf.net/jobs/p/fGMHjSA8vfGx-Senior-Total-Rewards-Specialist-Cairo-Three-A-Poultry-Cairo-Egypt?o=506&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Human Resources  Benefits  Compensation  Compensation and Benefits  Human Resources (HR), 4 - 6 Yrs of Exp 
Senior GoLang Developer,GetTechForce.com,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/1M7U7yE7syTH-Senior-GoLang-Developer-GetTechForce-com-Cairo-Egypt?o=507&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  Engineering - Telecom/Technology  Angular  Golang  Computer Science  Deployment  Design  Development  Information Technology (IT)  IT, 3+ Yrs of Exp 
Head Of Accounting,Confidential,"Sheikh Zayed, Giza, Egypt",23 days ago,https://wuzzuf.net/jobs/p/dcaVVqtGDiFC-Head-Of-Accounting-Giza-Egypt?o=508&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Financial Management, 7 - 15 Yrs of Exp 
Marketing Specialist,Digital Experts,"Heliopolis, Cairo, Egypt",23 days ago,https://wuzzuf.net/jobs/p/0nqIcN3rVb22-Marketing-Specialist-Digital-Experts-Cairo-Egypt?o=509&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Media/Journalism/Publishing  Digital Marketing  Marketing  Advertising  Digital Media  E-marketing  Analysis  Analytics  Business Development, 2 - 4 Yrs of Exp 
Sr Unity Developer: 5+ yrs of experience,Gamein FZ LLE,"Alexandria, Egypt",23 days ago,https://wuzzuf.net/jobs/p/oqvi1vnMmCt2-Sr-Unity-Developer-5-yrs-of-experience-Gamein-FZ-LLE-Alexandria-Egypt?o=510&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Unity  Unity 3D  Game development  mobile games  computer games  Software Development, 5+ Yrs of Exp 
Product Merchandiser,Al-Nasser,"6th of October, Giza, Egypt",23 days ago,https://wuzzuf.net/jobs/p/yHkrog3Z4tpN-Product-Merchandiser-Al-Nasser-Giza-Egypt?o=511&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Manufacturing/Production  Product Management  Design, 5 - 8 Yrs of Exp 
Senior .NET Developer,SiFi,"Riyadh, Saudi Arabia",23 days ago,https://wuzzuf.net/jobs/p/xNRiLqE0BG3u-Senior-NET-Developer-SiFi-Riyadh-Saudi-Arabia?o=512&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Software Development  Software Engineering  JavaScript  SQL  jQuery, 7 - 12 Yrs of Exp 
Senior Talent Acquisition,e Aswaaq Misr,"Smart Village, Giza, Egypt",23 days ago,https://wuzzuf.net/jobs/p/lhO9DvNXvAoT-Senior-Talent-Acquisition-e-Aswaaq-Misr-Giza-Egypt?o=513&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Customer Service/Support  Human Resources  HR  Human Resources (HR)  Interviewing  OD  Recruitment  Talent acquisition  Communication, 3 - 5 Yrs of Exp 
Budget Analyst,Majorel Egypt,"Cairo, Egypt",23 days ago,https://wuzzuf.net/jobs/p/U74hrIJwBHKE-Budget-Analyst-Majorel-Egypt-Cairo-Egypt?o=514&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Operations/Management  Analyst/Research  Analysis  analytical  Budgeting  CMA  English  Finance  Financial Analysis, 1 - 3 Yrs of Exp 
Medical Representative,Deluge Pharm,"Heliopolis, Cairo, Egypt",23 days ago,https://wuzzuf.net/jobs/p/tAWe5RMQXLiU-Medical-Representative-Deluge-Pharm-Cairo-Egypt?o=515&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Medical/Healthcare  Other  Pharmaceutical  Medical representative  Medical  Pharmacy  Communication skills  sales skills  Veterinary  Derma, 1 - 2 Yrs of Exp 
Internal Audit Manager,Confidential,"Sheikh Zayed, Giza, Egypt",23 days ago,https://wuzzuf.net/jobs/p/eyc1601Ac8Q4-Internal-Audit-Manager-Giza-Egypt?o=516&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Operations/Management  Quality  Audit  Auditing  CIA  Internal auditing, 7 - 10 Yrs of Exp 
Microsoft Dynamics 365 CRM Developer,Ghassan Ahmed Alsulaiman for Electronic Services,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/YNFHHIxdz9SO-Microsoft-Dynamics-365-CRM-Developer-Ghassan-Ahmed-Alsulaiman-for-Electronic-Services-Cairo-Egypt?o=517&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  CRM  Information Technology (IT)  Application  Projects  Development  Computer Science  Computer Engineering  Software Development, 5 - 10 Yrs of Exp 
Market Researcher - French language Speaker,Infotech,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/nECRqQZUVunz-Market-Researcher---French-language-Speaker-Infotech-Cairo-Egypt?o=518&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Analyst/Research  Communication  Communication skills  Research  English  Computer Skills  Customer Service  Customer Care  Customer Support, 2 - 5 Yrs of Exp 
Market Researcher - English language Speaker,Infotech,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/aBKcMeahdSuC-Market-Researcher---English-language-Speaker-Infotech-Cairo-Egypt?o=519&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Analyst/Research  Communication  Communication skills  Research  English  Computer Skills  Customer Service  Customer Care  Customer Support, 2 - 5 Yrs of Exp 
Senior Products Manager,almentor,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/vtzY3lZQ8f43-Senior-Products-Manager-almentor-Cairo-Egypt?o=520&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Communication skills  Computer Science  Information Technology (IT), 4 - 6 Yrs of Exp 
Pricing Specialist,Confidential,"New Nozha, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/7mjZIY9P1pC9-Pricing-Specialist-Cairo-Egypt?o=521&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Procurement  Pricing  Purchasing, 2 - 4 Yrs of Exp 
Technical Support Engineer,Bevatel,"Dokki, Giza, Egypt",24 days ago,https://wuzzuf.net/jobs/p/Z8QNcJZUoYvN-Technical-Support-Engineer-Bevatel-Giza-Egypt?o=522&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Information Technology (IT)  IT  Computer Science  Business Analysis  Configuration  API, 1 - 3 Yrs of Exp 
Senior iOS Developer,Friendy Car,"Maadi, Cairo, Egypt",24 days ago,https://wuzzuf.net/jobs/p/C4BTHlN597Bj-Senior-iOS-Developer-Friendy-Car-Cairo-Egypt?o=523&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Software Development  Android  JSON  RESTful  Koltin  Java  MVP, 3+ Yrs of Exp 
